"coloration.key","variable","Label","Display.Order","Color","R","G","B","hexvalue","shape","size","alpha"
"ContractingOffice","HSW/PKO","HSW/PKO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HSW/PKOM","HSW/PKOM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HSW/PKR","HSW/PKR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HSW/PKS","HSW/PKS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HSW/PKV","HSW/PKV",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HSW/YACK","HSW/YACK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HUMAN RESOURCE SERVICE CENTER EA","HUMAN RESOURCE SERVICE CENTER EA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HUMAN RESOURCES SERVICE CENTER","HUMAN RESOURCES SERVICE CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HUMAN RESOURCES SVC CTR SE, STEN","HUMAN RESOURCES SVC CTR SE, STEN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HUMPHREY ENGINEER SUPT ACTY CTR","HUMPHREY ENGINEER SUPT ACTY CTR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","HUNTSVILLE, AL","HUNTSVILLE, AL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","IAS21WG","IAS21WG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ITD DIRECTORATE DSCC","ITD DIRECTORATE DSCC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JACKSONVILLE, FL","JACKSONVILLE, FL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JAMES A LOVELL FED HEALTH CARE CTR","JAMES A LOVELL FED HEALTH CARE CTR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JCC-BONDSTEEL","JCC-BONDSTEEL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JCC-TASZAR","JCC-TASZAR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JCC-TUZLA","JCC-TUZLA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JOINT INTELLIGENCE CENTER PACIFI","JOINT INTELLIGENCE CENTER PACIFI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JOINT POW MIA ACCOUNTING COMMAND","JOINT POW MIA ACCOUNTING COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JOINT TASK FORCE BRAVO (JTF-B)","JOINT TASK FORCE BRAVO (JTF-B)",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JOINT TASK FORCE BRAVO(JTF-B)","JOINT TASK FORCE BRAVO(JTF-B)",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JOINT VISUAL INFORMATION ACT.","JOINT VISUAL INFORMATION ACT.",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JTF-FA CAMP HM SMITH HI","JTF-FA CAMP HM SMITH HI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JTF-FA DET 1","JTF-FA DET 1",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JUDGE ADVOCATE GENERAL OF THE NAVY","JUDGE ADVOCATE GENERAL OF THE NAVY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","JUDGE ADVOCATE GENERAL'S SCHOOL,","JUDGE ADVOCATE GENERAL'S SCHOOL,",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","LETTERKENNY ARMY DEPOT","LETTERKENNY ARMY DEPOT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MADIGAN ARMY MEDICAL CENTER","MADIGAN ARMY MEDICAL CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARCORPS CAMP LEJEUNE NC","MARCORPS CAMP LEJEUNE NC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORP","MARINE CORP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORP TEST SUPPORT GROUP","MARINE CORP TEST SUPPORT GROUP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS","MARINE CORPS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS AIR GROUND COMBAT C","MARINE CORPS AIR GROUND COMBAT C",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS AIR STATION","MARINE CORPS AIR STATION",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS AIR STATION EL TORO","MARINE CORPS AIR STATION EL TORO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS BASE","MARINE CORPS BASE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS BASE HAWAII CAMP SMITH","MARINE CORPS BASE HAWAII CAMP SMITH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS CAMP BUTLER OKINAWA","MARINE CORPS CAMP BUTLER OKINAWA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS COMBAT DEVELOPMENT","MARINE CORPS COMBAT DEVELOPMENT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS FIRST FSG","MARINE CORPS FIRST FSG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS HEADQUARTERS","MARINE CORPS HEADQUARTERS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS LOGISTICS BASE","MARINE CORPS LOGISTICS BASE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS RECRUIT DEPOT","MARINE CORPS RECRUIT DEPOT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARINE CORPS SYSTEMS COMMAND","MARINE CORPS SYSTEMS COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARITIME CIVIL AFFAIRS SECURITY TRN","MARITIME CIVIL AFFAIRS SECURITY TRN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MARITIME EXPEDITIONARY","MARITIME EXPEDITIONARY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MCAF QUANTICO VA","MCAF QUANTICO VA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MCALESTER ARMY AMMUNITION PLANT","MCALESTER ARMY AMMUNITION PLANT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MCAS MIRAMAR","MCAS MIRAMAR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MDW ACQUISITION CENTER","MDW ACQUISITION CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MDW, FORT A. P. HILL","MDW, FORT A. P. HILL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MID-ATLANTIC REGIONAL MAINTENANCE CENTER","MID-ATLANTIC REGIONAL MAINTENANCE CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT CMD ATLANTC DET","MILITARY SEALIFT CMD ATLANTC DET",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT COMMAND","MILITARY SEALIFT COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT COMMAND ATLANTIC","MILITARY SEALIFT COMMAND ATLANTIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT COMMAND BATS","MILITARY SEALIFT COMMAND BATS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT COMMAND DETACHM","MILITARY SEALIFT COMMAND DETACHM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT COMMAND FAR EAST","MILITARY SEALIFT COMMAND FAR EAST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT COMMAND HEADQUA","MILITARY SEALIFT COMMAND HEADQUA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT COMMMAND","MILITARY SEALIFT COMMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT FLEET SUPPORT CMD","MILITARY SEALIFT FLEET SUPPORT CMD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MILITARY SEALIFT FLT SUPP CMD NORF","MILITARY SEALIFT FLT SUPP CMD NORF",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MISSION CNTRG. ACTIVITY AT FORT","MISSION CNTRG. ACTIVITY AT FORT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSC ATLANTIC","MSC ATLANTIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSC CIVMARS EAST","MSC CIVMARS EAST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSC CIVMARS WEST","MSC CIVMARS WEST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSC NAVY FLEET AUXILIARY FORCE P","MSC NAVY FLEET AUXILIARY FORCE P",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSC NORFOLK","MSC NORFOLK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSC TAGOS PROJECT OFFICE","MSC TAGOS PROJECT OFFICE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSG/PK","MSG/PK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","MSG/PK  BLDG 262, ROOM C022","MSG/PK  BLDG 262, ROOM C022",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAS JRB FORT WORTH","NAS JRB FORT WORTH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAS JRB NEW ORLEANS","NAS JRB NEW ORLEANS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NATEC SAN DIEGO CA","NATEC SAN DIEGO CA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NATIONAL DEFENSE UNIVERSITY","NATIONAL DEFENSE UNIVERSITY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NATIONAL GROUND INTELLIGENCE CTR","NATIONAL GROUND INTELLIGENCE CTR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NATIONAL GUARD BUREAU, CNTRCTNG","NATIONAL GUARD BUREAU, CNTRCTNG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NATIONAL NAVAL MEDICAL CENTER","NATIONAL NAVAL MEDICAL CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAV COMPUTER AND TELECOMMUNICATIONS","NAV COMPUTER AND TELECOMMUNICATIONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAV FAC ENGINEERING CMD WASHINGTON","NAV FAC ENGINEERING CMD WASHINGTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAV MOBILE CONSTRUCT BATT TOA 6074","NAV MOBILE CONSTRUCT BATT TOA 6074",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAIR HQS","NAVAIR HQS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAIR HQS PAWTUXENT RIVER MD","NAVAIR HQS PAWTUXENT RIVER MD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAIR WARFARE CTR AIRCRAFT DIV LKE","NAVAIR WARFARE CTR AIRCRAFT DIV LKE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAIRSYSCO","NAVAIRSYSCO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL ADMINISTRATIVE COMMAND","NAVAL ADMINISTRATIVE COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR FACILITY","NAVAL AIR FACILITY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR FACILITY  CODE 70","NAVAL AIR FACILITY  CODE 70",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR FACILITY ATSUGI JAPAN","NAVAL AIR FACILITY ATSUGI JAPAN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR PACIFIC REPAIR ACTIVITY","NAVAL AIR PACIFIC REPAIR ACTIVITY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR RESERVE","NAVAL AIR RESERVE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR RESERVE WHIDBEY ISLAND","NAVAL AIR RESERVE WHIDBEY ISLAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR STATION","NAVAL AIR STATION",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR STATION ATLANTA","NAVAL AIR STATION ATLANTA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR STATION JOINT RESERVE","NAVAL AIR STATION JOINT RESERVE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR STATION KEFLAVIK ICELA","NAVAL AIR STATION KEFLAVIK ICELA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR STATION OCEANA","NAVAL AIR STATION OCEANA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR STATION SIGONELLA","NAVAL AIR STATION SIGONELLA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR STATION WHIDBEY ISLAND","NAVAL AIR STATION WHIDBEY ISLAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR SYSTEMS COMMAND","NAVAL AIR SYSTEMS COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR TECHNICAL DATA & ENGIN","NAVAL AIR TECHNICAL DATA & ENGIN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR TECHNICAL DATA AND ENGINR","NAVAL AIR TECHNICAL DATA AND ENGINR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CENTER","NAVAL AIR WARFARE CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CENTER AIR DIV","NAVAL AIR WARFARE CENTER AIR DIV",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CENTER AIRCRAF","NAVAL AIR WARFARE CENTER AIRCRAF",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CENTER TRAININ","NAVAL AIR WARFARE CENTER TRAININ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CENTER WEAPONS","NAVAL AIR WARFARE CENTER WEAPONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CENTER, AIRCRA","NAVAL AIR WARFARE CENTER, AIRCRA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CENTER, WEAPON","NAVAL AIR WARFARE CENTER, WEAPON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AIR WARFARE CNETER TRAININ","NAVAL AIR WARFARE CNETER TRAININ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AMPHIBIOUS BASE LITTLE CRE","NAVAL AMPHIBIOUS BASE LITTLE CRE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AND MARCORP RESERVE CENTER","NAVAL AND MARCORP RESERVE CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AUDIT SERVICE","NAVAL AUDIT SERVICE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AUDIT SERVICE HEADQUARTERS","NAVAL AUDIT SERVICE HEADQUARTERS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AVIATION DEPOT OPERATIONS","NAVAL AVIATION DEPOT OPERATIONS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL AVIATION ENGINEERING SERVI","NAVAL AVIATION ENGINEERING SERVI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL BASE","NAVAL BASE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL BASE SEATTLE","NAVAL BASE SEATTLE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL BRANCH HEALTH CLINIC","NAVAL BRANCH HEALTH CLINIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL BRANCH HEALTH CLINIC GROTON","NAVAL BRANCH HEALTH CLINIC GROTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL COMMAND CONTROL & OCEAN SU","NAVAL COMMAND CONTROL & OCEAN SU",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL COMPUTER & TELECOMMUNICATI","NAVAL COMPUTER & TELECOMMUNICATI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL COMPUTER AND","NAVAL COMPUTER AND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL CONSOLIDATED BRIG CHARLESTON","NAVAL CONSOLIDATED BRIG CHARLESTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL CONSTRUCTION BATTALION CEN","NAVAL CONSTRUCTION BATTALION CEN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL CONSTRUCTION GROUP ONE","NAVAL CONSTRUCTION GROUP ONE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL CONSTRUCTION TRAINING CENTER","NAVAL CONSTRUCTION TRAINING CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL DENTAL CENTER","NAVAL DENTAL CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL DENTAL CLINIC","NAVAL DENTAL CLINIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL DIVING & SALVAGE TRAINING","NAVAL DIVING & SALVAGE TRAINING",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL DIVING AND SALVAGE","NAVAL DIVING AND SALVAGE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL DRUG SCREENING LABORATORY","NAVAL DRUG SCREENING LABORATORY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL EDUCATION & TRAINING SUPPO","NAVAL EDUCATION & TRAINING SUPPO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL EDUCATION & TRNG PROFESSIO","NAVAL EDUCATION & TRNG PROFESSIO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL EDUCATION AND TRAINING","NAVAL EDUCATION AND TRAINING",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL EXPEDITIONARY LOGISTICS","NAVAL EXPEDITIONARY LOGISTICS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL EXPERIMENTAL DIVING UNIT","NAVAL EXPERIMENTAL DIVING UNIT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL EXPLOSIVE ORDNANCE","NAVAL EXPLOSIVE ORDNANCE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FAC ENGINEEERING CMD ATLANTIC","NAVAL FAC ENGINEEERING CMD ATLANTIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FAC ENGINEEERING CMD EUR SWA","NAVAL FAC ENGINEEERING CMD EUR SWA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FAC ENGINEEERING CMD MIDWEST","NAVAL FAC ENGINEEERING CMD MIDWEST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FAC ENGINEEERING CMD PACIFIC","NAVAL FAC ENGINEEERING CMD PACIFIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FAC ENGINEERING CMD FAR EAST","NAVAL FAC ENGINEERING CMD FAR EAST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FAC ENGINEERING CMD MID LANT","NAVAL FAC ENGINEERING CMD MID LANT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FACILIITES ENGINEERING AND","NAVAL FACILIITES ENGINEERING AND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FACILITIES ENGINEERING AND","NAVAL FACILITIES ENGINEERING AND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FACILITIES ENGINEERING COM","NAVAL FACILITIES ENGINEERING COM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FACILITIES ENGINEERING COMD","NAVAL FACILITIES ENGINEERING COMD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL FACILITIES ENGINEERING FIE","NAVAL FACILITIES ENGINEERING FIE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HEALTH CLINIC","NAVAL HEALTH CLINIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HEALTH CLINIC ANNAPOLIS MD","NAVAL HEALTH CLINIC ANNAPOLIS MD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HEALTH CLINIC CHARLESTON","NAVAL HEALTH CLINIC CHARLESTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HEALTH CLINIC HAWAII","NAVAL HEALTH CLINIC HAWAII",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HEALTH CLINIC NEW ENGLAND","NAVAL HEALTH CLINIC NEW ENGLAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HEALTH RESEARCH CENTER","NAVAL HEALTH RESEARCH CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HEALTH SCIENCES EDUCATION","NAVAL HEALTH SCIENCES EDUCATION",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL","NAVAL HOSPITAL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL BEAUFORT","NAVAL HOSPITAL BEAUFORT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL CAMP PENDLETON","NAVAL HOSPITAL CAMP PENDLETON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL JACKSONVILLE FL","NAVAL HOSPITAL JACKSONVILLE FL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL OAK HARBOR","NAVAL HOSPITAL OAK HARBOR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL PENSACOLA FL","NAVAL HOSPITAL PENSACOLA FL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL SIGONELLA ITALY","NAVAL HOSPITAL SIGONELLA ITALY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL TWENTYNINE PALMS CA","NAVAL HOSPITAL TWENTYNINE PALMS CA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL HOSPITAL YOKOSUKA","NAVAL HOSPITAL YOKOSUKA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL ICE CENTER","NAVAL ICE CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL INVENTORY CONTROL POINT","NAVAL INVENTORY CONTROL POINT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL INVESTIGATIVE SERVICE COMM","NAVAL INVESTIGATIVE SERVICE COMM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL LEGAL SERVICE COMMAND","NAVAL LEGAL SERVICE COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL LEGAL SERVICE OFFICE SOUTH","NAVAL LEGAL SERVICE OFFICE SOUTH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MED RESEARCH CENTER ASIA","NAVAL MED RESEARCH CENTER ASIA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDIA CENTER ANACOSTIA","NAVAL MEDIA CENTER ANACOSTIA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL CENTER","NAVAL MEDICAL CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL CENTER PORTSMOUTH VA","NAVAL MEDICAL CENTER PORTSMOUTH VA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL CENTER SAN DIEGO CA","NAVAL MEDICAL CENTER SAN DIEGO CA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL CLINIC","NAVAL MEDICAL CLINIC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL INFORMATION MANAGE","NAVAL MEDICAL INFORMATION MANAGE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL LOGISTICS COMMAND","NAVAL MEDICAL LOGISTICS COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL RESEARCH CENTER","NAVAL MEDICAL RESEARCH CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL RESEARCH CENTER DET","NAVAL MEDICAL RESEARCH CENTER DET",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","NAVAL MEDICAL RESEARCH INSTITUTE","NAVAL MEDICAL RESEARCH INSTITUTE",37,"red",170,70,67,"#AA4643",NA,NA,NA
